Report Statistics
Metric,Value
Total Unique Pages,5919
Total Words Processed,3800574
Total Subdomains Found,107
""
All Unique URLs
http://archive.ics.uci.edu/about
http://archive.ics.uci.edu/contribute/donation
http://archive.ics.uci.edu/contribute/linking
http://archive.ics.uci.edu/dataset/1013/synthetic+circle+data+set
http://archive.ics.uci.edu/dataset/1025/turkish+crowdfunding+startups
http://archive.ics.uci.edu/dataset/1031/dataset+for+assessing+mathematics+learning+in+higher+education
http://archive.ics.uci.edu/dataset/109/wine
http://archive.ics.uci.edu/dataset/17/breast+cancer+wisconsin+diagnostic
http://archive.ics.uci.edu/dataset/186/wine+quality
http://archive.ics.uci.edu/dataset/19/car+evaluation
http://archive.ics.uci.edu/dataset/2/adult
http://archive.ics.uci.edu/dataset/222/bank+marketing
http://archive.ics.uci.edu/dataset/320/student+performance
http://archive.ics.uci.edu/dataset/352/online+retail
http://archive.ics.uci.edu/dataset/45/heart+disease
http://archive.ics.uci.edu/dataset/53/iris
http://archive.ics.uci.edu/dataset/967/phiusiil+phishing+url+dataset
http://archive.ics.uci.edu/dataset/990/printed+circuit+board+processed+image
http://archive.ics.uci.edu/dataset/994/micro+gas+turbine+electrical+energy+prediction
http://archive.ics.uci.edu/datasets
http://archive.ics.uci.edu/datasets?keywords=algorithmic+fairness
http://archive.ics.uci.edu/datasets?keywords=automobile
http://archive.ics.uci.edu/datasets?keywords=cancer
http://archive.ics.uci.edu/datasets?keywords=census
http://archive.ics.uci.edu/datasets?keywords=chemistry
http://archive.ics.uci.edu/datasets?keywords=circles
http://archive.ics.uci.edu/datasets?keywords=classification
http://archive.ics.uci.edu/datasets?keywords=clustering
http://archive.ics.uci.edu/datasets?keywords=crowdfunding
http://archive.ics.uci.edu/datasets?keywords=dynamical+system
http://archive.ics.uci.edu/datasets?keywords=dynamics+modeling
http://archive.ics.uci.edu/datasets?keywords=ecology
http://archive.ics.uci.edu/datasets?keywords=education
http://archive.ics.uci.edu/datasets?keywords=energy+data
http://archive.ics.uci.edu/datasets?keywords=entrepreneurship
http://archive.ics.uci.edu/datasets?keywords=health
http://archive.ics.uci.edu/datasets?keywords=k-means
http://archive.ics.uci.edu/datasets?keywords=kmeans
http://archive.ics.uci.edu/datasets?keywords=machine+learning
http://archive.ics.uci.edu/datasets?keywords=micro+gas+turbine
http://archive.ics.uci.edu/datasets?keywords=nlp
http://archive.ics.uci.edu/datasets?keywords=sales
http://archive.ics.uci.edu/datasets?keywords=synthetic
http://archive.ics.uci.edu/datasets?keywords=time-series
http://archive.ics.uci.edu/datasets?orderby=datedonated&sort=desc
http://archive.ics.uci.edu/ml
http://archive.ics.uci.edu/privacy
http://asterix.ics.uci.edu
http://asterix.ics.uci.edu/fuzzyjoin
http://betapro.proteomics.ics.uci.edu
http://betapro.proteomics.ics.uci.edu/beta_install.txt
http://betapro.proteomics.ics.uci.edu/betasheet_data.html
http://cbcl.ics.uci.edu/public_data/tree-hmm-sample-data
http://cbcl.ics.uci.edu/sgd
http://cdb.ics.uci.edu
http://cert.ics.uci.edu
http://cert.ics.uci.edu/board.html
http://cert.ics.uci.edu/directions.html
http://cert.ics.uci.edu/index.html
http://cert.ics.uci.edu/initiatives.html
http://cert.ics.uci.edu/motivation.html
http://cert.ics.uci.edu/partnerships.html
http://cert.ics.uci.edu/people.html
http://cert.ics.uci.edu/seminarseries.html
http://circadiomics.ics.uci.edu
http://cml.ics.uci.edu
http://cml.ics.uci.edu/2024/07/inns-dennis-gabor-award
http://cml.ics.uci.edu/?cat=4
http://cml.ics.uci.edu/category/news
http://computableplant.ics.uci.edu/alphasite
http://computableplant.ics.uci.edu/alphasite/gallery.html
http://computableplant.ics.uci.edu/alphasite/index-challenge.html
http://computableplant.ics.uci.edu/alphasite/index-project.html
http://computableplant.ics.uci.edu/alphasite/index.html
http://computableplant.ics.uci.edu/alphasite/links.html
http://computableplant.ics.uci.edu/alphasite/outreach.html
http://computableplant.ics.uci.edu/alphasite/publications-papers.html
http://computableplant.ics.uci.edu/alphasite/publications-posters.html
http://computableplant.ics.uci.edu/alphasite/publications-presentations.html
http://computableplant.ics.uci.edu/alphasite/software.html
http://computableplant.ics.uci.edu/alphasite/tutorials.html
http://computableplant.ics.uci.edu/arabidopsis-2004.html
http://computableplant.ics.uci.edu/bti1036/index.html
http://computableplant.ics.uci.edu/erleap
http://computableplant.ics.uci.edu/hierleap
http://computableplant.ics.uci.edu/index.html
http://computableplant.ics.uci.edu/links.html
http://computableplant.ics.uci.edu/papers
http://computableplant.ics.uci.edu/people.html
http://computableplant.ics.uci.edu/publications.html
http://computableplant.ics.uci.edu/sw.html
http://computableplant.ics.uci.edu/sw/gccd
http://computableplant.ics.uci.edu/sw/ldsa
http://computableplant.ics.uci.edu/sw/sassign/index.htm
http://computableplant.ics.uci.edu/theses/companib
http://computableplant.ics.uci.edu/tut.html
http://cradl.ics.uci.edu
http://cradl.ics.uci.edu/?page_id=104
http://cradl.ics.uci.edu/feed
http://cradl.ics.uci.edu/sucses-is-coming
http://cwicsocal18.ics.uci.edu
http://cybert.ics.uci.edu
http://cybert.ics.uci.edu/anova
http://cybert.ics.uci.edu/controlexp
http://cybert.ics.uci.edu/datasets
http://cybert.ics.uci.edu/dialog/anova
http://cybert.ics.uci.edu/dialog/bayesian
http://cybert.ics.uci.edu/dialog/file_format
http://cybert.ics.uci.edu/dialog/normalization
http://cybert.ics.uci.edu/dialog/pairs
http://cybert.ics.uci.edu/dialog/plot_results
http://cybert.ics.uci.edu/dialog/ppde
http://cybert.ics.uci.edu/dialog/upload_problems
http://cybert.ics.uci.edu/download
http://cybert.ics.uci.edu/help
http://cybert.ics.uci.edu/pair
http://dejavu.ics.uci.edu
http://duttgroup.ics.uci.edu/doku.php
http://dynamo.ics.uci.edu
http://dynamo.ics.uci.edu/demo.html
http://dynamo.ics.uci.edu/index.html
http://dynamo.ics.uci.edu/publication.html
http://emj.ics.uci.edu/papers/computational-biology-papers
http://emj.ics.uci.edu/papers/machine-learning-papers
http://evoke.ics.uci.edu
http://evoke.ics.uci.edu/?one_page_portfolio=bcube
http://evoke.ics.uci.edu/?one_page_portfolio=health-data-exploration
http://flamingo.ics.uci.edu
http://flamingo.ics.uci.edu/index.html
http://flamingo.ics.uci.edu/releases/1.0
http://flamingo.ics.uci.edu/releases/2.0
http://flamingo.ics.uci.edu/releases/2.0.1
http://flamingo.ics.uci.edu/releases/3.0
http://flamingo.ics.uci.edu/releases/4.0
http://flamingo.ics.uci.edu/releases/4.1
http://flamingo.ics.uci.edu/releases/latest
http://flamingo.ics.uci.edu/spellchecker
http://flamingo.ics.uci.edu/toolkit
http://fr.ics.uci.edu
http://fr.ics.uci.edu/haiti
http://futurehealth.ics.uci.edu/about
http://futurehealth.ics.uci.edu/health
http://graphics.ics.uci.edu
http://graphics.ics.uci.edu/index.html
http://graphics.ics.uci.edu/news.html
http://graphics.ics.uci.edu/projects.html
http://graphics.ics.uci.edu/publication.html
http://graphmod.ics.uci.edu
http://hobbes.ics.uci.edu
http://hobbes.ics.uci.edu/download.shtml
http://hobbes.ics.uci.edu/downloads/releases/license.txt
http://hobbes.ics.uci.edu/examples.shtml
http://hobbes.ics.uci.edu/faq.shtml
http://hobbes.ics.uci.edu/index.shtml
http://hobbes.ics.uci.edu/manual.shtml
http://hobbes.ics.uci.edu/manual_v1.x.shtml
http://hobbes.ics.uci.edu/quickstart.shtml
http://i-sensorium.ics.uci.edu
http://i-sensorium.ics.uci.edu/index.html
http://i-sensorium.ics.uci.edu/partnerships.html
